visit_id,user_id,timestamp,spend,is_group,group_id,is_host
V_ee52151c,U_0008,2026-01-01,2223.33657470768,True,G_ca3fe6,True
V_70f5d8f6,U_0863,2026-01-01,9839.838608615863,True,G_ca3fe6,False
V_840b920a,U_0127,2026-01-01,2147.5689967923195,True,G_ca3fe6,False
V_2764704273,U_0015,2026-01-01,7554.418930055079,False,,False
V_1071696193,U_0068,2026-01-01,3855.4215791347297,False,,False
V_1369012934,U_0088,2026-01-01,11339.801234013954,False,,False
V_e6801189,U_0105,2026-01-01,2310.311091553659,True,G_ae649a,True
V_1c6d088a,U_0765,2026-01-01,2161.1472749299173,True,G_ae649a,False
V_419521740,U_0141,2026-01-01,3176.016549676243,False,,False
V_19295ca7,U_0142,2026-01-01,5867.96294374035,True,G_a143e8,True
V_e97d6167,U_0868,2026-01-01,5001.5222729861425,True,G_a143e8,False
V_e633f685,U_0618,2026-01-01,4077.1631605829393,True,G_a143e8,False
V_c42ffa68,U_0242,2026-01-01,2122.844957219311,True,G_a143e8,False
V_4e331d05,U_0886,2026-01-01,2263.3626351397093,True,G_a143e8,False
V_4cbe2b7b,U_0887,2026-01-01,4557.314587037353,True,G_a143e8,False
V_121b99e2,U_0183,2026-01-01,7866.04326379464,True,G_ae7acd,True
V_e9f85e5f,U_0073,2026-01-01,6046.000685859719,True,G_ae7acd,False
V_163ad590,U_0418,2026-01-01,4525.000175897514,True,G_ae7acd,False
V_182dc280,U_0006,2026-01-01,5255.506621819252,True,G_ae7acd,False
V_2903046440,U_0247,2026-01-01,5582.787219490917,False,,False
V_20bb6c06,U_0289,2026-01-01,3246.4083136923446,True,G_333f7a,True
V_4cb8f6ba,U_0209,2026-01-01,4134.72848545194,True,G_333f7a,False
V_8de51e8c,U_0728,2026-01-01,2422.6160688353407,True,G_333f7a,False
V_0fda288b,U_0978,2026-01-01,3010.5732954879363,True,G_333f7a,False
V_2638286904,U_0291,2026-01-01,3923.915308933604,False,,False
V_46a02fd3,U_0303,2026-01-01,9219.796651942976,True,G_0f5180,True
V_d58a8b55,U_0969,2026-01-01,8558.95624269007,True,G_0f5180,False
V_e99e7742,U_0322,2026-01-01,2291.824642997852,True,G_ea3901,True
V_c00d1eac,U_0995,2026-01-01,4897.591216331897,True,G_ea3901,False
V_65babcf4,U_0294,2026-01-01,3564.650101597381,True,G_ea3901,False
V_8baebfcf,U_0743,2026-01-01,2202.1900554375407,True,G_ea3901,False
V_dc2c1b7c,U_0354,2026-01-01,7676.150551611222,True,G_24f286,True
V_a23300e3,U_0314,2026-01-01,4599.521381863932,True,G_24f286,False
V_d7fda4fd,U_0897,2026-01-01,7511.691936358583,True,G_24f286,False
V_2ac43598,U_0023,2026-01-01,4267.382967488841,True,G_24f286,False
V_ae0a0c53,U_0265,2026-01-01,6557.458467208033,True,G_24f286,False
V_46d86b3c,U_0336,2026-01-01,7566.030234576381,True,G_24f286,False
V_1304662961,U_0403,2026-01-01,4252.037681062648,False,,False
V_15a2106d,U_0408,2026-01-01,5548.462698838286,True,G_ff850d,True
V_7307ae4b,U_0436,2026-01-01,11785.225313498984,True,G_ff850d,False
