visit_id,user_id,timestamp,spend,is_group,group_id,is_host
V_2953935626,U_0033,2026-01-01,4262.277639322589,False,,False
V_3997577165,U_0087,2026-01-01,7776.951335126462,False,,False
V_2215402672,U_0089,2026-01-01,7178.324537145118,False,,False
V_3947836984,U_0101,2026-01-01,3174.363630668238,False,,False
V_1066258326,U_0142,2026-01-01,5467.152985727884,False,,False
V_4114549022,U_0168,2026-01-01,7945.354380598031,False,,False
V_2054369077,U_0181,2026-01-01,11798.23188735437,False,,False
V_1629630857,U_0190,2026-01-01,6359.570054459338,False,,False
V_6701a685,U_0240,2026-01-01,6008.788040974758,True,G_a58304,True
V_676feaef,U_0305,2026-01-01,6195.692767205365,True,G_a58304,False
V_2380b48e,U_0933,2026-01-01,5272.1250345435255,True,G_a58304,False
V_8e81b345,U_0929,2026-01-01,7504.801347757838,True,G_a58304,False
V_b2559cdb,U_0874,2026-01-01,6034.440091699221,True,G_a58304,False
V_90d94e57,U_0276,2026-01-01,5737.154736139658,True,G_a58304,False
V_2843365198,U_0265,2026-01-01,5840.540752561074,False,,False
V_068e8f03,U_0288,2026-01-01,5929.736402827463,True,G_5067a0,True
V_c40445ad,U_0787,2026-01-01,5901.259455163579,True,G_5067a0,False
V_4c007956,U_0773,2026-01-01,5875.521612089413,True,G_5067a0,False
V_8b81b722,U_0880,2026-01-01,5362.144582240309,True,G_5067a0,False
V_3256845564,U_0303,2026-01-01,11806.759819463025,False,,False
V_4067151551,U_0306,2026-01-01,6768.0586072777505,False,,False
V_01111b98,U_0347,2026-01-01,2713.9987296416493,True,G_3a0582,True
V_e0c5bb2b,U_0861,2026-01-01,3328.483830580182,True,G_3a0582,False
V_e5cea7d3,U_0395,2026-01-01,2110.7574837088455,True,G_c485bd,True
V_64afeacd,U_0271,2026-01-01,3065.767312415911,True,G_c485bd,False
V_9ccbacbc,U_0634,2026-01-01,3337.1897898039824,True,G_c485bd,False
V_5943a9e8,U_0157,2026-01-01,4695.8675348584575,True,G_c485bd,False
V_c3c11a61,U_0427,2026-01-01,3382.867163010358,True,G_c485bd,False
V_16d170ae,U_0408,2026-01-01,7485.238505803483,True,G_58f2ad,True
V_714509fe,U_0401,2026-01-01,5601.872238471271,True,G_58f2ad,False
V_17c7b37a,U_0068,2026-01-01,4037.880937420291,True,G_58f2ad,False
V_1669019208,U_0449,2026-01-01,4623.297885944839,False,,False
V_85d4e797,U_0532,2026-01-01,6015.403514634584,True,G_ee02f7,True
V_7f4455af,U_0425,2026-01-01,4194.7006659671015,True,G_ee02f7,False
V_76a6b66e,U_0613,2026-01-01,5535.844200134835,True,G_ee02f7,False
V_1526337459,U_0672,2026-01-01,3910.0735719200875,False,,False
V_1203423402,U_0681,2026-01-01,9637.688344270413,False,,False
V_2649765075,U_0729,2026-01-01,4154.420854777558,False,,False
V_1021679756,U_0846,2026-01-01,4983.284270118493,False,,False
V_1194485961,U_0851,2026-01-01,6304.653493955039,False,,False
V_765571034,U_0863,2026-01-01,7345.2254087337315,False,,False
V_1386509305,U_0872,2026-01-01,6591.511453275638,False,,False
V_7a8325b2,U_0908,2026-01-01,5437.753621834013,True,G_ae39c7,True
